1090,21.55,253.88
1091,22.69,240.38
1092,21.09,252.88
1093,21.70,251.88
1094,22.20,252.62
1095,22.22,250.25
1096,20.78,247.38
1097,21.22,257.00
1098,22.31,246.50
1099,22.80,260.00
1100,22.17,279.00
1101,20.94,246.12
1102,21.36,242.62
1103,22.17,234.62
1104,21.36,242.50
1105,22.66,257.50
1106,22.30,247.12
1107,22.19,253.50
1108,22.33,247.25
1109,22.31,248.62
1110,23.88,259.00
1111,20.59,259.00
1112,21.22,243.62
1113,20.95,271.50
1114,20.34,260.50
1115,21.27,242.88
1116,21.25,231.38
1117,20.95,243.75
1118,20.58,267.50
1119,20.44,257.00
1120,20.50,235.00
1121,20.23,246.75
1122,21.02,242.00
1123,20.78,224.75
1124,21.89,254.12
1125,21.17,231.88
1126,22.28,230.25
1127,20.77,251.38
1128,21.42,251.00
1129,22.97,245.62
1130,20.48,244.75
1131,22.03,230.25
1132,22.11,231.38
1133,22.44,238.38
1134,20.48,231.50
1135,20.84,230.62
1136,20.97,227.62
1137,22.66,244.38
1138,20.56,227.50
1139,21.72,240.12
1140,21.81,243.75
1141,21.11,238.88
1142,20.53,227.88
1143,21.83,265.00
1144,21.16,246.75
1145,22.12,250.12
1146,22.34,224.62
1147,21.89,257.50
1148,23.12,259.50
1149,22.95,280.75
1150,22.48,298.25
1151,23.00,266.25
1152,22.48,250.38
1153,21.34,252.25
1154,22.62,285.25
1155,21.81,244.50
1156,21.62,273.50
1157,21.33,271.75
1158,21.78,269.00
1159,20.91,249.38
1160,22.66,255.88
1161,21.75,274.75
1162,22.88,234.38
1163,21.28,249.75
1164,21.45,233.12
1165,20.58,230.38
1166,22.36,212.62
1167,22.23,244.12
1168,22.28,242.88
1169,21.62,222.25
1170,20.64,231.62
1171,21.58,219.62
1172,20.66,230.50
1173,22.39,229.88
1174,23.09,232.25
1175,22.45,251.88
1176,22.27,241.25
1177,21.09,265.50
1178,22.22,252.88
1179,22.97,242.12
1180,23.03,232.12
1181,23.17,249.62
1182,22.11,254.25
1183,24.05,285.75
1184,22.80,255.62
1185,21.33,244.50
1186,21.19,216.12
1187,21.28,264.50
1188,23.11,271.25
1189,22.61,256.75
1190,22.28,231.88
1191,22.98,249.38
1192,20.39,227.50
1193,23.89,270.50
1194,22.94,263.50
1195,21.48,248.00
1196,21.27,225.38
1197,21.98,276.25
1198,21.66,241.12
1199,22.66,234.75
1200,21.52,272.75
1201,23.38,282.50
1202,20.62,257.25
1203,20.88,234.50
1204,22.69,243.50
1205,23.48,232.62
1206,23.28,262.75
1207,21.56,269.25
1208,22.39,244.12
1209,20.45,221.38
1210,20.48,223.88
1211,22.09,252.50
1212,21.14,224.38
1213,21.52,249.88
1214,21.95,249.50
1215,21.50,221.50
1216,21.64,232.12
1217,21.30,247.50
1218,22.27,215.62
1219,21.86,220.62
1220,21.78,240.88
1221,21.92,237.25
1222,23.09,243.75
1223,23.95,224.25
1224,22.89,233.62
1225,22.17,231.62
1226,22.55,215.62
1227,21.52,213.38
1228,22.91,235.25
1229,21.59,205.12
1230,23.03,207.50
1231,21.58,218.00
1232,22.08,246.00
1233,21.55,224.12
1234,23.20,222.25
1235,22.09,223.12
1236,21.48,223.75
1237,20.69,215.75
1238,21.45,219.00
1239,22.52,214.00
1240,23.42,217.38
1241,21.83,205.00
1242,21.47,215.50
1243,22.23,220.00
1244,21.34,246.75
1245,22.72,219.50
1246,21.48,225.50
1247,21.69,244.00
1248,21.42,213.38
1249,21.17,210.12
1250,21.98,222.50
1251,22.78,219.00
1252,22.17,202.88
1253,21.38,219.38
1254,21.73,216.62
1255,23.77,200.00
1256,20.89,212.50
1257,21.41,204.62
1258,21.30,208.75
1259,22.67,207.62
1260,21.83,209.62
1261,20.39,212.62
1262,23.05,199.25
1263,22.83,206.00
1264,22.31,219.75
1265,22.88,221.62
1266,22.61,236.62
1267,22.31,234.50
1268,20.97,228.25
1269,23.02,236.12
1270,21.62,204.75
1271,20.67,216.88
1272,22.53,246.00
1273,20.84,247.12
1274,22.19,215.25
1275,23.12,232.38
1276,22.69,215.00
1277,22.17,249.62
1278,20.33,234.38
1279,21.42,216.00
1280,21.81,217.50
1281,22.09,220.38
1282,21.34,214.50
1283,21.81,231.38
1284,23.17,267.25
1285,21.98,215.50
1286,23.23,235.00
1287,21.69,211.12
1288,22.03,215.38
1289,22.81,220.12
1290,22.20,215.38
1291,23.09,216.75
1292,22.67,227.12
1293,21.89,225.88
1294,21.38,227.50
1295,20.92,245.38
1296,23.27,217.75
1297,22.14,216.88
1298,22.50,239.88
